VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_207_FQPZWQO3N2	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7058	7764	5388	Daitocidin_Daitocidin_A1	7	1.7e-10	881.511	428.286	417.277	M+2H	2	CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC(C)CC(=O)NC(CCC(=O)O)C(=O)N1	5.39
spectra-00000_PSM_208_AGWF8KP17P	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	389	403	9537	(D)-Ser-cyclosporin	8	1.8e-10	1217.84	607.458	694.199	M+2H	2	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(C)C)C(C)C)C)CC(C)C)C)CO)C)CC(C)C)C)CC(C)C)C)C(C)C)C	5.36
spectra-00000_PSM_209_1OPZMIZQ1L	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8242	9343	5388	Daitocidin_Daitocidin_A1	7	1.8e-10	881.511	410.244	381.197	M+2H	2	CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC(C)CC(=O)NC(CCC(=O)O)C(=O)N1	5.33
spectra-00000_PSM_210_A1474VCABG	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9292	10836	3085	Kahalalide_B_Kahalalide_B	6	1.9e-10	877.459	379.212	310.09	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	5.29
spectra-00000_PSM_211_OPVLFWFSU8	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3137	3312	3149	PF_1171F_PF_1171F	6	2.0e-10	688.395	357.237	330.658	M+2H	2	CCC(C)C1C(=O)Nc2ccccc2C(=O)N2CCCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1	5.26
spectra-00000_PSM_212_B4F0V788G7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1204	1252	3085	Kahalalide_B_Kahalalide_B	6	2.2e-10	877.459	445.287	310.137	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	5.23
spectra-00000_PSM_213_T3DOPG2ZA7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2467	2594	1453	Isaridins_Stereoisomer	6	2.3e-10	703.394	356.207	333.447	M+2H	2	CC(C)CC1C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCCC(=O)O1	5.20
spectra-00000_PSM_214_UCHWND9DQH	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9178	10644	215	Prenylagaramide_A_Prenylagaramide_A	7	2.4e-10	1080.49	496.255	335.519	M+2H	2	CC(=CCOc1ccc(cc1)CC1C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=N)O)C(=O)N2CCCC2C(=O)N1)C	5.17
spectra-00000_PSM_215_B53A1FGUYJ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1711	1780	9212	stylissamide_X	7	2.4e-10	951.522	431.273	303.79	M+2H	2	[C@@H]12N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@H]4N(C(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)[C@@H](C)O)CCC4)[C@H](CC)C)CCC3)Cc1c3c([nH]c1)cccc3)Cc1ccccc1)CCC2	5.14
spectra-00000_PSM_216_AMEE4RZYJZ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7428	8263	215	Prenylagaramide_A_Prenylagaramide_A	7	2.7e-10	1080.49	496.254	348.69	M+2H	2	CC(=CCOc1ccc(cc1)CC1C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=N)O)C(=O)N2CCCC2C(=O)N1)C	5.11
spectra-00000_PSM_217_Z1YC2T5MSD	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7487	8350	4682	Anacyclamide_A10_Anacyclamide_A10	7	2.7e-10	1052.53	486.27	455.507	M+2H	2	CCC(C)C1C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NCC(=O)NC(CO)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CCC(=N)O)C(=O)N1	5.08
spectra-00000_PSM_218_G17C256ERZ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1239	1288	3149	PF_1171F_PF_1171F	6	2.8e-10	688.395	400.254	346.823	M+2H	2	CCC(C)C1C(=O)Nc2ccccc2C(=O)N2CCCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1	5.06
spectra-00000_PSM_219_R820410O96	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2677	2811	6960	Hirsutatin_A_4'-Methoxy	6	3.0e-10	706.379	403.74	308.186	M+2H	2	CC(C)CC1C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(Cc2ccc(cc2)OC)C(=O)N1C	5.03
spectra-00000_PSM_220_BVFPJLHIGP	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	451	466	3085	Kahalalide_B_Kahalalide_B	6	3.0e-10	877.459	430.265	320.288	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	5.00
spectra-00000_PSM_221_FM1RGUOWAV	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9073	10507	4895	Microcystin_Microcystin_RR	6	3.0e-10	1037.57	498.297	397.398	M+2H	2	CC(=CC(C)C(Cc1ccccc1)OC)C=CC1C(C)C(=O)NC(CCC(=O)N(C)C(=C)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C(=O)NC(CCCNC(=N)N)C(=O)N1)C(=O)O)C(=O)O	4.97
spectra-00000_PSM_222_UTNCKVWO51	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2270	2375	5986	Wewakamide_A_Wewakamide_A	7	3.1e-10	994.647	458.324	637.607	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C)C(C)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)N(C)C(CC(C)C)C(=O)N1C	4.95
spectra-00000_PSM_223_4VCYEHVQKN	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	265	274	895	Xentrivalpeptides_Xentrivalpeptide_B	6	3.5e-10	783.453	335.223	286.4	M+2H	2	CC(C)C(C(=O)NC1C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O)NC(=O)C	4.92
spectra-00000_PSM_224_CS3YMKAJB4	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3573	3787	8481	malaysiatin	6	3.7e-10	752.422	378.239	290.419	M+2H	2	C(C1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C3N(C1=O)CCC3)CCC2)Cc1ccccc1)C(C)C)C(C)C)C(C)C)C(=O)N	4.89
spectra-00000_PSM_225_NVIGHXURNQ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1142	1185	8809	hymenamide_D	6	3.8e-10	769.401	428.778	366.084	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N1)CCC3)CC(=O)O)Cc1ccc(cc1)O)CCC2)[C@H](CC)C)C)CC(C)C	4.86
spectra-00000_PSM_226_1OGKM9URE8	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	522	539	1307	Laxaphycin_E_Laxaphycin_E	6	3.8e-10	1223.75	444.281	390.99	M+3H	3	CCCCCCCC1CC(=O)NC(CCO)C(=O)NC(=CC)C(=O)N2CC(CC2C(=O)NC(CCO)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NCC(=O)N1)O	4.76
spectra-00000_PSM_227_VVF3NK5EXU	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	4221	4498	2993	Tunicyclin_C_Tunicyclin_C	6	3.9e-10	712.354	364.244	312.559	M+2H	2	CC(C)CC1C(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N1	4.84
spectra-00000_PSM_228_GEYWR04TPC	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5587	6005	3552	Minutissamide_A_Minutissamide_A	7	4.0e-10	1117.61	528.317	455.411	M+2H	2	CCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	4.81
spectra-00000_PSM_230_ZMXC1BV0PW	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2561	2691	5041	Aureobasidins_Aureobasidin_Q	6	4.6e-10	1132.69	607.505	697.892	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	5.29
spectra-00000_PSM_231_BWIJIYWSBY	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	10060	12032	3925	[D-Asp3,(E)-Dhb7]Microcystin_HtyY_[D-Asp3,(E)-Dhb7]Microcystin_HtyY	6	4.6e-10	1051.49	554.26	495.769	M+2H	2	CC=C1C(=O)NC(C)C(=O)NC(CCc2ccc(cc2)O)C(=O)NC(CC(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C=CC(=CC(C)C(Cc2ccccc2)OC)C)C(C)C(=O)NC(CCC(=O)N1)C(=O)O)C(=O)O	5.26
spectra-00000_PSM_232_O5DD1LT29V	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	254	262	4821	Wewakpeptin_A_7,7,8,8-Tetrahydro	7	4.6e-10	987.662	549.416	668.777	M+2H	2	CCCCCC1C(C)(C)C(=O)NC(C(C)CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)O1	5.24
spectra-00000_PSM_233_7OC17TJ3NC	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	700	723	3251	Antibiotic_A_0341A_Antibiotic_A_0341A	6	4.7e-10	1124.53	568.854	349.244	M+2H	2	CC(C)C(C1C(=O)N2CCCC2C(=O)OC(C)C(C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NCC(=O)N2CCCC2C(=O)NC(=Cc2c[nH]c3ccccc23)C(=O)NC(C(C)c2c[nH]c3ccccc23)C(=O)N1)NC(=O)C(CO)N)O	5.21
spectra-00000_PSM_234_9ZGT3RFTG7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1790	1866	3552	Minutissamide_A_Minutissamide_A	7	4.7e-10	1117.61	572.364	452.728	M+2H	2	CCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	5.18
spectra-00000_PSM_235_HZO4A1XD59	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8278	9384	3149	PF_1171F_PF_1171F	6	5.0e-10	688.395	342.191	323.394	M+2H	2	CCC(C)C1C(=O)Nc2ccccc2C(=O)N2CCCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1	5.15
spectra-00000_PSM_236_GMRB1SF1GL	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	550	568	6210	Myxochromide_A_Myxochromide_A2	6	5.1e-10	833.469	393.247	339.119	M+2H	2	CCC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(C)OC(=O)C(CCC(=N)O)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)NC1=O	5.13
spectra-00000_PSM_237_RRBN3K0TJ5	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	608	630	6211	Cordycommunin_Cordycommunin	6	5.1e-10	859.506	436.775	320.406	M+2H	2	CCCCCCCCCC1CCCC(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)C)C(=O)O1	5.10
spectra-00000_PSM_238_SD21G9UHKC	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1325	1378	5986	Wewakamide_A_Wewakamide_A	7	5.3e-10	994.647	450.791	370.897	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C)C(C)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)N(C)C(CC(C)C)C(=O)N1C	5.08
spectra-00000_PSM_239_4HR471EHFL	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2512	2640	3085	Kahalalide_B_Kahalalide_B	6	5.3e-10	877.459	430.281	343.256	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	5.05
spectra-00000_PSM_240_W92QJT11DX	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1764	1836	435	Discokiolide_B_Demethoxy	6	6.0e-10	1010.51	494.817	379.358	M+2H	2	CCC(C)C1C(=O)NC(CC(=N)O)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)OC(C(C)C(=O)NC(CC(=O)N(C)C(C(C)CC)C(=O)N1C)C(=O)O)c1coc(C(C)C=Cc2ccccc2)n1	5.03
spectra-00000_PSM_241_HJW24DGAV8	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9924	11799	5332	Tyrocidine_Tyrocidine_A	7	6.1e-10	1269.65	606.268	414.834	M+2H	2	CC(C)CC1C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=N)O)C(=O)NC(CCC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)C)C(=O)NC(CCCN)C(=O)N1	5.00
spectra-00000_PSM_242_EBM65A4CP7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2189	2287	3085	Kahalalide_B_Kahalalide_B	6	7.2e-10	877.459	386.255	331.632	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	4.98
spectra-00000_PSM_243_KRQIVSODES	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8234	9331	6657	Vioprolide_A_Vioprolide_A	7	7.6e-10	862.426	385.231	376.472	M+2H	2	CC=C1C(=O)N2CCCCC2C(=O)NC(C(C)O)C(=O)N(C)C(C(C)C)C(=O)OCC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2C(C)CC2C2=NC(CS2)C(=O)N1)O	4.95
spectra-00000_PSM_244_IZ8TDF9II5	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1578	1643	3085	Kahalalide_B_Kahalalide_B	6	8.9e-10	877.459	409.259	296.914	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	4.93
spectra-00000_PSM_245_0858VDQSRE	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2414	2533	3320	Grassypeptolide_G_Grassypeptolide_G	6	9.6e-10	1119.53	488.306	381.378	M+2H	2	CC(C)C1C(=O)NC(C)C(C)C(=O)OC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(Cc2ccccc2)C2=NC(CS2)C(=O)NC(C)C2=NC(CS2)C(=O)N(C)C(Cc2ccccc2)C(=O)N1	4.90
spectra-00000_PSM_246_FFKL17VSS0	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5908	6370	8992	hymenamide_A	6	1.0e-09	879.476	415.233	341.762	M+2H	2	C1(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@H]4N(C(=O)[C@@H](NC(=O)[C@@H](N1)Cc1c5c([nH]c1)cccc5)CCCNC(=N)N)CCC4)CCC3)C(C)C)CCC2)Cc1ccccc1	4.88
spectra-00000_PSM_247_VXIRN070OT	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	737	760	4968	Phoriospongin_A_Homologue_(R_=_CH2CH(CH3)2),_22-epimer	6	1.0e-09	1149.58	590.867	353.175	M+2H	2	CCCC1C(=O)OC(C)C(C(CC(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C(C)Cl)C(=O)NC(CC(=N)O)C(=O)NC(C(C)O)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N1)O)NC(=O)C(CC(C)C)NC=O	4.85
spectra-00000_PSM_248_MGVMRBP6A7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	4552	4849	79	Scytalidamide_B_Scytalidamide_B	6	1.0e-09	891.526	422.217	347.629	M+2H	2	CC(C)CC1C(=O)N2CCC(C)C2C(=O)N(C)C(CC(C)C)C(=O)NC(C)(C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)N1	4.83
spectra-00000_PSM_249_XCTVIJTA5A	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	640	663	8673	Peptidolipin_NA	6	1.1e-09	963.662	502.814	335.988	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)CC(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1CCC2)C(CC)C)C)C(O)C)CCCCCCCCCCCCCCCCC)[C@H](O)C)C(C)C)C	4.81
spectra-00000_PSM_250_3QWAUDAYTW	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1616	1683	3085	Kahalalide_B_Kahalalide_B	6	1.1e-09	877.459	387.247	289.976	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	4.78
spectra-00000_PSM_251_WTEIPU6I9Y	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1565	1630	4665	Talaromin_B_Talaromin_B	6	1.1e-09	777.406	356.228	334.02	M+2H	2	CCC(C)C1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)N1	4.76
spectra-00000_PSM_252_KFV5REMRZ5	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2042	2130	6989	BZR-Cotoxin_II_BZR-Cotoxin_II	7	1.1e-09	964.573	474.307	353.921	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	4.74
spectra-00000_PSM_253_G6T4Y3LSYT	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5717	6152	499	Sanguinamide_A_Sanguinamide_A	6	1.2e-09	721.362	432.259	384.587	M+2H	2	CCC(C)C1c2nc(cs2)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)N1	4.72
spectra-00000_PSM_254_KD3ZDZ5DBZ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3727	3957	2571	Dolastatin_14_Nγ(Asn)-Me	6	1.2e-09	1102.7	488.324	379.234	M+2H	2	CC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(CC(=O)NC)C(=O)N(C)C(C)C(=O)OC(C)CCCC=CCCC(CC=CC=C(C)C(=O)N1)OC	4.69
spectra-00000_PSM_255_3GP01ETK9R	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8316	9430	5831	WS_9326A_WS_9326A	6	1.2e-09	1036.49	476.285	394.567	M+2H	2	CCCC=Cc1ccccc1C=CC(=O)NC1C(C)OC(=O)C(CO)NC(=O)C(CC(=N)O)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(=Cc2ccc(cc2)O)N(C)C1=O	4.67
spectra-00000_PSM_257_7DUWUPJ7BN	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3750	3984	8796	hymenamide_C	6	1.4e-09	826.401	342.191	312.746	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)NCC(=O)N3[C@H](C(=O)N1)CCC3)Cc1ccccc1)CCC2)Cc1c[nH]c2c1cccc2)CC(C)C)CCC(=O)O	5.09
spectra-00000_PSM_258_EF9BQHIDW0	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2657	2791	8855	phakellistatin_4	6	1.5e-09	789.406	347.715	282.576	M+2H	2	c1cc(ccc1)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)Cc1ccccc1)CO)CCC2)[C@@H](O)C	5.07
spectra-00000_PSM_259_JZB129QMB7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2429	2548	4596	Talaromin_A_Talaromin_A	6	1.6e-09	763.39	399.201	305.994	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N1	5.05
spectra-00000_PSM_260_7OP3XO0GR5	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1379	1438	9429	Clavariopsin_A	6	1.7e-09	1153.7	591.383	393.756	M+2H	2	C1(=O)N([C@H](C(=O)NCC(=O)N([C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N2[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H]1[C@H](CC)C)C)CC(=O)O)C)C(C)C)C(C)C)C)CCCC2)C(C)C)Cc1ccc(cc1)OC)C(C)C)C)[C@H](CC)C)C	5.02
