"","Mo_2019_122_C"
"161_552.1966_12.4926_184_Contaminant vial septum ThermoFisher C5000-44B_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides","3.818297e+05"
"162_174.09_11.6315_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","1.533026e+07"
"163_510.3994_10.6978_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.788425e+05"
"164_437.2721_11.0141_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"165_244.1908_11.4207_209_N/A_Spectral Match to 3-Hydroxydodecanoic acid from NIST14_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_NA","1.743832e+05"
"166_362.3265_9.2968_532_N/A_Spectral Match to Palmitamide from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Organooxygen compounds_NA","5.086200e+09"
"167_174.09_11.3136_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","4.285187e+07"
"168_554.426_10.6932_107_N/A_[3-[[2,3-dihydroxypropoxy]-hydroxyphosphoryl]oxy-2-tetradecanoyloxypropyl] tetradecanoate_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","3.834694e+05"
"169_538.431_11.5264_107_N/A_eudesmin_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","1.047460e+06"
"170_710.3948_11.0718_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.811221e+06"
"171_776.2324_12.8562_184_Contaminant vial septum ThermoFisher C5000-44B_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides","3.092185e+07"
"172_386.9243_0.5876_631_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Halobenzenes","1.079644e+06"
"173_251.1853_4.6712_2397_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","1.687612e+08"
"174_670.5101_11.4898_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","3.959891e+05"
"175_598.4523_10.6623_107_N/A_(2-aminoethoxy)[2,3-bis(tetradecanoyloxy)propoxy]phosphinic acid_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","0.000000e+00"
"176_491.3741_10.7933_428_N/A_NA_Wewakpeptin_A_7,7,8,8-Tetrahydro_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives","6.757058e+07"
"177_584.4733_11.3279_110_N/A_Spectral Match to Nonaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.265469e+07"
"179_508.6603_6.2782_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.587209e+07"
"180_621.3932_5.9507_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Clavariopsin_A_Clavariopsin_A_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","5.086797e+07"
"181_604.3322_10.3281_496_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","3.793578e+06"
"182_346.2224_9.7389_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.965412e+06"
"183_537.6766_6.3683_49_N/A_NA_Tolybyssidin_A_Organic compounds_Organic acids and derivatives_Peptidomimetics_Peptoid-peptide hybrids","1.336043e+07"
"184_644.4945_10.855_110_N/A_Spectral Match to Decaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","2.404249e+07"
"185_302.3054_9.5194_77_Massbank:LU100202 2,2'-(Tetradecylimino)diethanol|Tetradecyldiethanolamine_Massbank:LU030802 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","4.035510e+06"
"186_730.5313_11.0548_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.398209e+05"
"187_281.1537_10.7835_2173_N/A_Massbank:PR300023 19S-Methoxytubotaiwine_NA_Organic compounds_Benzenoids_Phenanthrenes and derivatives_NA","4.848084e+05"
"188_520.3952_10.9684_428_N/A_NA_Wewakpeptin_A_7,7,8,8-Tetrahydro_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives","4.817781e+07"
"189_523.3357_6.3246_30_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","1.336883e+07"
"190_422.9954_11.1128_744_N/A_6,7-dimethoxy-1-(2-methylpropyl)-3,4-dihydroisoquinoline_NA_Organic compounds_Phenylpropanoids and polyketides_Benzene and substituted derivatives_NA","8.406432e+06"
"191_426.9912_11.1118_744_N/A_6,7-dimethoxy-1-(2-methylpropyl)-3,4-dihydroisoquinoline_NA_Organic compounds_Phenylpropanoids and polyketides_Benzene and substituted derivatives_NA","7.168305e+06"
"192_247.1664_10.6745_1289_NCGC00385962-01_C16H24O3__NCGC00385962-01_C16H24O3__NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","7.307457e+07"
"193_656.2263_11.6292_184_N/A_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides","2.528897e+06"
"194_500.3794_7.8917_820_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Glycerophospholipids_Glycerophosphoethanolamines","1.382508e+08"
"195_342.3003_10.5795_2553_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","6.267854e+06"
"196_228.1959_8.6406_176_N/A_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","6.491924e+06"
"197_367.2054_9.6429_1117_N/A_Eupatorin-5-methylether_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","2.063178e+06"
"198_422.3841_11.1427_437_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Styrenes","1.474004e+07"
"199_408.3686_11.3819_110_N/A_Spectral Match to Hexaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","2.055255e+07"
"200_684.379_10.9043_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.342393e+06"
"201_378.3579_11.1528_588_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids","1.189889e+07"
"202_289.2486_7.4262_147_N/A_N-butyl-N-(1-(cyclohexylamino)-1-oxobutan-2-yl)pentanamide_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","6.601221e+07"
"203_343.2956_8.6188_24_Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium_Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","3.591919e+08"
"204_280.2636_10.5163_87_N/A_Spectral Match to Linoleic acid ethyl ester from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","3.897419e+07"
"205_336.3259_11.3163_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.182971e+04"
"206_256.1752_2.8094_110_N/A_Spectral Match to Nonaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","2.245454e+06"
"207_372.3475_10.3839_548_N/A_MassbankEU:SM876702 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_NA","1.850227e+06"
"208_423.2568_10.4961_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.992027e+05"
"209_399.2516_10.5285_1492_Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14_Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","5.448201e+07"
"210_214.1801_8.6406_209_N/A_VITAMIN K1_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_NA","2.637209e+06"
"211_273.2536_8.2888_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.709174e+07"
"212_552.3522_6.4107_-1_N/A_NA_Antibiotic_FR_901469_Antibiotic_FR_901469_Organic compounds_Organic acids and derivatives_Peptidomimetics_Depsipeptides","8.589480e+06"
"213_435.2836_6.0105_30_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","2.626448e+07"
"214_303.2643_9.1707_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","7.379119e+06"
"215_732.4164_10.481_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"216_537.5356_13.0237_212_N/A_phenylethylamide 359_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","2.559093e+05"
"217_630.3478_10.2929_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.355762e+05"
"218_233.0805_5.7695_-1_N/A_5,6,7-trihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one_NA_no matches_no matches_no matches_no matches","3.264344e+07"
"219_369.191_10.0085_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.710342e+06"
"220_256.2635_11.2078_77_Spectral Match to Palmitamide from NIST14_Spectral Match to Palmitamide from NIST14_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","7.264637e+07"
"221_163.0978_12.6368_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","3.395021e+07"
"222_367.2692_6.389_2342_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA","6.515670e+07"
"223_643.4065_6.0111_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Laxaphycin_D_Laxaphycin_D_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","2.848860e+07"
"224_586.3577_10.6124_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","6.508089e+05"
"225_163.0978_12.0679_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","1.893558e+07"
"226_217.1049_0.6942_1653_Massbank:UF410703 4-Formyl-antipyrine|1,5-dimethyl-3-oxidanylidene-2-phenyl-pyrazole-4-carbaldehyde_harmol///HarmolHCl2H2O///Harmol_NA_Organic compounds_Organoheterocyclic compounds_Keto acids and derivatives_NA","3.507981e+08"
"227_714.5364_11.4763_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.116685e+05"
"228_163.0978_12.9006_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","6.923859e+06"
"230_250.1782_8.2843_2246_N/A_""2,5-Dichlorolichexanthone""_NA_Organic compounds_Organoheterocyclic compounds_Fatty Acyls_NA","5.397648e+07"
"231_163.0978_12.3083_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","2.143687e+06"
"232_688.5204_10.8353_-1_N/A_Spectral Match to Undecaethylene glycol from NIST14_NA_no matches_no matches_no matches_no matches","1.332638e+07"
"233_665.4195_6.0687_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Tolybyssidin_A_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","1.917365e+07"
"234_652.4115_4.774_110_N/A_Spectral Match to Undecaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","3.296251e+08"
"235_202.1437_5.647_147_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.098675e+08"
"236_280.2636_10.9685_87_N/A_Spectral Match to Linoleic acid ethyl ester from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","1.516121e+08"
"237_494.405_11.5318_107_N/A_eudesmin_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","1.295548e+06"
"238_637.3053_11.0718_651_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Pregnane steroids","2.336965e+06"
"239_327.2012_3.332_110_N/A_Spectral Match to Nonaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","3.854619e+08"
"240_496.9086_0.556_2106_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Nitrobenzenes","3.349593e+05"
"241_241.1435_9.5473_32_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","5.732127e+06"
"242_437.374_10.2828_124_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","8.294192e+05"
"243_510.2377_9.7247_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"244_391.2844_11.9607_11_Spectral Match to Bis(2-ethylhexyl) phthalate from NIST14_Spectral Match to Dibutyl phthalate from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.714510e+06"
"245_420.2735_5.9507_946_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","2.629578e+07"
"246_385.2163_9.1643_1117_N/A_Eupatorin-5-methylether_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","1.339817e+06"
"247_708.5116_11.6543_75_N/A_DG(20:4_18:0)_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives","1.179155e+05"
"249_174.09_11.0962_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","1.379726e+07"
"250_628.4995_11.3131_110_N/A_Spectral Match to Decaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","6.791514e+06"
"251_468.9137_0.5611_2106_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Nitrobenzenes","2.416439e+06"
"252_567.0277_6.4535_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Trichotoxin_C_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","7.448319e+06"
"253_375.3217_10.7873_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.995130e+05"
"254_305.2799_8.6403_852_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Hydroxysteroids","3.411131e+05"
"255_266.1735_7.4256_73_MianserinHCl_Massbank:EQ328401 Dienogest|2-[(8S,13S,14S,17R)-17-hydroxy-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]acetonitrile_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","1.161957e+08"
"256_326.2539_5.5572_622_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Oxepanes_NA","5.940954e+07"
"257_226.1802_9.1752_147_VITAMIN K1_VITAMIN K1_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.131111e+07"
"258_702.536_11.0607_110_N/A_Spectral Match to Undecaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","7.001303e+06"
"259_358.2074_3.4193_113_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.983123e+08"
"260_995.3443_12.2262_87_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","0.000000e+00"
"261_730.4011_10.4646_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.858744e+05"
"262_549.4158_11.1463_428_N/A_NA_Wewakpeptin_A_7,7,8,8-Tetrahydro_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives","2.084825e+07"
"263_346.2226_9.3912_1335_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Piperidines_NA","1.099167e+07"
"264_337.9695_0.5568_1189_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzothiazoles_NA","4.741423e+05"
"265_582.5934_10.8739_212_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","9.734240e+06"
"266_484.3481_8.9382_45_N/A_[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate_NA_Organic compounds_Lipids and lipid-like molecules_Organooxygen compounds_NA","6.777795e+07"
"267_364.3422_11.0805_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.199510e+07"
"268_163.0978_11.7228_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","1.476922e+07"
"270_230.2479_8.5591_77_N/A_2-HYDROXYPYRIDINE - 40.0 eV_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","6.935652e+06"
"271_423.1995_9.9951_-1_N/A_QuinineHCl_NA_no matches_no matches_no matches_no matches","1.321467e+06"
"272_408.3686_11.0796_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.163079e+07"
"273_328.1967_3.8297_113_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.123578e+08"
"274_335.2226_4.7733_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Xentrivalpeptides_Xentrivalpeptide_B_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","2.221971e+08"
"275_718.4009_10.615_496_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","1.524151e+06"
"276_542.3895_9.5256_45_N/A_[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate_NA_Organic compounds_Lipids and lipid-like molecules_Organooxygen compounds_NA","5.077218e+07"
"277_512.2171_9.8577_2276_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00"
"278_356.3158_10.7862_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.110828e+06"
"279_470.2603_11.8735_1870_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","0.000000e+00"
"280_530.2952_10.0805_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"281_269.1384_9.3864_195_N/A_Massbank:FIO00846 6-Acetoxy-piliformic-acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.460830e+07"
"282_472.2578_11.868_1870_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","1.384002e+04"
"283_209.1172_9.5448_-1_N/A_Spectral Match to Sinapyl alcohol from NIST14_NA_no matches_no matches_no matches_no matches","3.971486e+06"
"284_584.8929_0.5551_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","9.867279e+04"
"285_186.1489_5.8716_176_N/A_Massbank:EA256111 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","5.129968e+06"
"286_300.2536_9.7601_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.579666e+07"
"288_850.2512_11.9574_184_N/A_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides","0.000000e+00"
"289_158.154_8.2267_1198_hyocholic acid_6-(2-methylpropoxy)-2,3,4,9-tetrahydro-4aH-carbazol-1-one_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","2.935095e+08"
